"","entry.name","protein.description","peptides.rep1","peptides.rep2","psms.rep1","psms.rep2","phenodisco.input","phenodisco.output","curated.phenodisco.output","markers","svm.classification","svm.score","svm.top.quartile","final.assignment","first.evidence","curated.organelles","cytoskeletal.components","trafficking.proteins","protein.complexes","signalling.cascades","oct4.interactome","nanog.interactome","sox2.interactome","cell.surface.proteins","markers2015"
"Q9DBL7","COASY_MOUSE","Bifunctional coenzyme A synthase OS=Mus musculus GN=Coasy PE=1 SV=2 - [COASY_MOUSE]",2,4,3,5,"unknown","unknown","unknown","unknown","Mitochondrion",0.175,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9DBR3","ARMC8_MOUSE","Armadillo repeat-containing protein 8 OS=Mus musculus GN=Armc8 PE=1 SV=2 - [ARMC8_MOUSE]",2,5,3,5,"unknown","unknown","unknown","unknown","Proteasome",0.617,"Proteasome","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9DCJ9","NPL_MOUSE","N-acetylneuraminate lyase OS=Mus musculus GN=Npl PE=1 SV=1 - [NPL_MOUSE]",2,3,3,3,"unknown","Phenotype 5","Cytosol","Cytosol","Cytosol",1,"Cytosol","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Cytosol"
"Q9EPK7","XPO7_MOUSE","Exportin-7 OS=Mus musculus GN=Xpo7 PE=2 SV=3 - [XPO7_MOUSE]",2,8,3,9,"unknown","Proteasome","unknown","unknown","Proteasome",0.461,"unknown","unknown","N","unknown","unknown","Exportin","Exportin","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9EQQ2","YIPF5_MOUSE","Protein YIPF5 OS=Mus musculus GN=Yipf5 PE=2 SV=1 - [YIPF5_MOUSE]",2,2,3,4,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.713,"unknown","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9ER64","OSBL5_MOUSE","Oxysterol-binding protein-related protein 5 OS=Mus musculus GN=Osbpl5 PE=2 SV=3 - [OSBL5_MOUSE]",2,1,3,1,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.831,"unknown","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9JJ66","CDC20_MOUSE","Cell division cycle protein 20 homolog OS=Mus musculus GN=Cdc20 PE=1 SV=2 - [CDC20_MOUSE]",2,6,3,6,"unknown","40S Ribosome","unknown","unknown","60S Ribosome",0.326,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9JKV5","SCAM4_MOUSE","Secretory carrier-associated membrane protein 4 OS=Mus musculus GN=Scamp4 PE=2 SV=1 - [SCAM4_MOUSE]",2,1,3,1,"unknown","unknown","unknown","unknown","Endosome",0.224,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9QUK3","CLN8_MOUSE","Protein CLN8 OS=Mus musculus GN=Cln8 PE=2 SV=1 - [CLN8_MOUSE]",2,1,3,1,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.525,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9QXX3","PA2GX_MOUSE","Group 10 secretory phospholipase A2 OS=Mus musculus GN=Pla2g10 PE=1 SV=1 - [PA2GX_MOUSE]",2,3,3,4,"unknown","unknown","unknown","unknown","Extracellular matrix",0.209,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9R1K9","CETN2_MOUSE","Centrin-2 OS=Mus musculus GN=Cetn2 PE=1 SV=1 - [CETN2_MOUSE]",2,3,3,5,"unknown","Phenotype 10","unknown","unknown","Mitochondrion",0.259,"unknown","unknown","N","unknown","MTOC","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9R257","HEBP1_MOUSE","Heme-binding protein 1 OS=Mus musculus GN=Hebp1 PE=1 SV=2 - [HEBP1_MOUSE]",2,5,3,8,"unknown","unknown","unknown","unknown","Mitochondrion",0.18,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9WTL7","LYPA2_MOUSE","Acyl-protein thioesterase 2 OS=Mus musculus GN=Lypla2 PE=1 SV=1 - [LYPA2_MOUSE]",2,3,3,3,"unknown","unknown","unknown","unknown","Cytosol",0.337,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9WUL7","ARL3_MOUSE","ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1 - [ARL3_MOUSE]",2,6,3,8,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.82,"unknown","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9WV34","MPP2_MOUSE","MAGUK p55 subfamily member 2 OS=Mus musculus GN=Mpp2 PE=1 SV=1 - [MPP2_MOUSE]",2,1,3,1,"unknown","unknown","unknown","unknown","Plasma membrane",0.813,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q9Z0Z7","KLF5_MOUSE","Krueppel-like factor 5 OS=Mus musculus GN=Klf5 PE=2 SV=2 - [KLF5_MOUSE]",2,1,3,1,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.779,"unknown","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","Prey","Prey","unknown","unknown","unknown"
"A2A5R2","BIG2_MOUSE","Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus GN=Arfgef2 PE=1 SV=1 - [BIG2_MOUSE]",2,9,2,9,"unknown","unknown","unknown","unknown","60S Ribosome",0.246,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2ADY9","DDI2_MOUSE","Protein DDI1 homolog 2 OS=Mus musculus GN=Ddi2 PE=1 SV=1 - [DDI2_MOUSE]",2,3,2,4,"unknown","unknown","unknown","unknown","Proteasome",0.736,"Proteasome","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2AIL4","NDUF6_MOUSE","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Mus musculus GN=Ndufaf6 PE=1 SV=1 - [NDUF6_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Mitochondrion",0.973,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2AIV2","VIR_MOUSE","Protein virilizer homolog OS=Mus musculus GN=Kiaa1429 PE=1 SV=1 - [VIR_MOUSE]",2,6,2,8,"unknown","Phenotype 2","unknown","unknown","Nucleus - Non-chromatin",0.884,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2AJQ3-2","D19L4_MOUSE","Isoform 2 of Protein dpy-19 homolog 4 OS=Mus musculus GN=Dpy19l4 - [D19L4_MOUSE]",2,3,2,3,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.731,"unknown","Endoplasmic reticulum/Golgi apparatus","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2AKX3","SETX_MOUSE","Probable helicase senataxin OS=Mus musculus GN=Setx PE=2 SV=1 - [SETX_MOUSE]",2,5,2,5,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.652,"unknown","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A2AWA9","RBGP1_MOUSE","Rab GTPase-activating protein 1 OS=Mus musculus GN=Rabgap1 PE=2 SV=1 - [RBGP1_MOUSE]",2,7,2,7,"unknown","unknown","unknown","unknown","Cytosol",0.812,"unknown","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"A6H630","CF211_MOUSE","UPF0364 protein C6orf211 homolog OS=Mus musculus PE=2 SV=1 - [CF211_MOUSE]",2,2,2,2,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.772,"unknown","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"B2RXC1","TPC11_MOUSE","Trafficking protein particle complex subunit 11 OS=Mus musculus GN=Trappc11 PE=2 SV=1 - [TPC11_MOUSE]",2,6,2,7,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.243,"unknown","unknown","N","unknown","unknown","unknown","Transport protein particle (TRAPP)","unknown","unknown","unknown","unknown","unknown","unknown"
"B8ZXI1","QTRD1_MOUSE","Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Mus musculus GN=Qtrtd1 PE=1 SV=2 - [QTRD1_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Cytosol",0.378,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"E9PZJ8","ASCC3_MOUSE","Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3 PE=2 SV=1 - [ASCC3_MOUSE]",2,11,2,13,"unknown","unknown","unknown","unknown","40S Ribosome",0.585,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O08550","MLL4_MOUSE","Histone-lysine N-methyltransferase MLL4 OS=Mus musculus GN=Wbp7 PE=1 SV=3 - [MLL4_MOUSE]",2,4,2,4,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.783,"unknown","Nucleus - Chromatin","Y","unknown","unknown","unknown","unknown","unknown","unknown","Prey","unknown","unknown","unknown"
"O08600","NUCG_MOUSE","Endonuclease G, mitochondrial OS=Mus musculus GN=Endog PE=2 SV=1 - [NUCG_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Mitochondrion",0.957,"unknown","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O09005","DEGS1_MOUSE","Sphingolipid delta(4)-desaturase DES1 OS=Mus musculus GN=Degs1 PE=2 SV=1 - [DEGS1_MOUSE]",2,3,2,4,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.905,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O09043","NAPSA_MOUSE","Napsin-A OS=Mus musculus GN=Napsa PE=1 SV=1 - [NAPSA_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Endosome",0.45,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O09110","MP2K3_MOUSE","Dual specificity mitogen-activated protein kinase kinase 3 OS=Mus musculus GN=Map2k3 PE=1 SV=2 - [MP2K3_MOUSE]",2,3,2,4,"unknown","unknown","unknown","unknown","60S Ribosome",0.335,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O09118","NET1_MOUSE","Netrin-1 OS=Mus musculus GN=Ntn1 PE=1 SV=3 - [NET1_MOUSE]",2,2,2,3,"unknown","unknown","unknown","unknown","Plasma membrane",0.195,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O35295","PURB_MOUSE","Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3 - [PURB_MOUSE]",2,5,2,6,"unknown","40S Ribosome","unknown","unknown","40S Ribosome",0.749,"40S Ribosome","40S Ribosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O35345","IMA7_MOUSE","Importin subunit alpha-7 OS=Mus musculus GN=Kpna6 PE=1 SV=2 - [IMA7_MOUSE]",2,6,2,7,"unknown","unknown","unknown","unknown","Proteasome",0.282,"unknown","unknown","N","unknown","unknown","Importin","Importin","unknown","unknown","unknown","unknown","unknown","unknown"
"O35448","PPT2_MOUSE","Lysosomal thioesterase PPT2 OS=Mus musculus GN=Ppt2 PE=2 SV=1 - [PPT2_MOUSE]",2,2,2,2,"unknown","Phenotype 3","Lysosome","Lysosome","Lysosome",1,"Lysosome","Lysosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Lysosome"
"O35737","HNRH1_MOUSE","Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus GN=Hnrnph1 PE=1 SV=3 - [HNRH1_MOUSE]",2,5,2,7,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.819,"unknown","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O35900","LSM2_MOUSE","U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus GN=Lsm2 PE=3 SV=1 - [LSM2_MOUSE]",2,5,2,7,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.597,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O54784","DAPK3_MOUSE","Death-associated protein kinase 3 OS=Mus musculus GN=Dapk3 PE=1 SV=1 - [DAPK3_MOUSE]",2,5,2,6,"unknown","unknown","unknown","unknown","Actin cytoskeleton",0.408,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O54786-2","DFFA_MOUSE","Isoform ICAD-S of DNA fragmentation factor subunit alpha OS=Mus musculus GN=Dffa - [DFFA_MOUSE]",2,3,2,3,"unknown","unknown","unknown","unknown","Proteasome",0.332,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O55023","IMPA1_MOUSE","Inositol monophosphatase 1 OS=Mus musculus GN=Impa1 PE=1 SV=1 - [IMPA1_MOUSE]",2,8,2,9,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.903,"Cytosol","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O55047","TLK2_MOUSE","Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus GN=Tlk2 PE=1 SV=2 - [TLK2_MOUSE]",2,5,2,5,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.735,"unknown","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O55060","TPMT_MOUSE","Thiopurine S-methyltransferase OS=Mus musculus GN=Tpmt PE=1 SV=1 - [TPMT_MOUSE]",2,2,2,3,"unknown","Phenotype 5","Cytosol","Cytosol","Cytosol",1,"Cytosol","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Cytosol"
"O70157","TOP3A_MOUSE","DNA topoisomerase 3-alpha OS=Mus musculus GN=Top3a PE=1 SV=1 - [TOP3A_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.545,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O70230-3","ZN143_MOUSE","Isoform 3 of Zinc finger protein 143 OS=Mus musculus GN=Znf143 - [ZN143_MOUSE]",2,2,2,2,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.779,"unknown","Nucleus - Chromatin","N","unknown","unknown","unknown","unknown","unknown","Prey","unknown","unknown","unknown","unknown"
"O88466","ZN106_MOUSE","Zinc finger protein 106 OS=Mus musculus GN=Znf106 PE=1 SV=3 - [ZN106_MOUSE]",2,7,2,7,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.874,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O88572","LRP6_MOUSE","Low-density lipoprotein receptor-related protein 6 OS=Mus musculus GN=Lrp6 PE=1 SV=1 - [LRP6_MOUSE]",2,7,2,9,"unknown","Phenotype 4","unknown","unknown","Endosome",0.511,"unknown","Endosome","N","unknown","unknown","unknown","unknown","Canonical Wnt","unknown","unknown","unknown","unknown","unknown"
"O88822","SC5D_MOUSE","Lathosterol oxidase OS=Mus musculus GN=Sc5dl PE=2 SV=1 - [SC5D_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.901,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"O89112","LANC1_MOUSE","LanC-like protein 1 OS=Mus musculus GN=Lancl1 PE=1 SV=1 - [LANC1_MOUSE]",2,4,2,6,"unknown","unknown","unknown","unknown","60S Ribosome",0.264,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P01901","HA1B_MOUSE","H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus GN=H2-K1 PE=1 SV=1 - [HA1B_MOUSE]",2,5,2,6,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.804,"unknown","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P03888","NU1M_MOUSE","NADH-ubiquinone oxidoreductase chain 1 OS=Mus musculus GN=Mtnd1 PE=1 SV=3 - [NU1M_MOUSE]",2,3,2,5,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"P05214","TBA3_MOUSE","Tubulin alpha-3 chain OS=Mus musculus GN=Tuba3a PE=1 SV=1 - [TBA3_MOUSE]",2,2,2,3,"unknown","Phenotype 5","unknown","unknown","Mitochondrion",0.135,"unknown","unknown","N","unknown","Tubulins","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","unknown"
"P0C913","OCC1_MOUSE","Overexpressed in colon carcinoma 1 protein homolog OS=Mus musculus PE=3 SV=1 - [OCC1_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Plasma membrane",0.603,"unknown","Plasma membrane","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P10287","CADH3_MOUSE","Cadherin-3 OS=Mus musculus GN=Cdh3 PE=2 SV=2 - [CADH3_MOUSE]",2,3,2,3,"unknown","unknown","unknown","unknown","Plasma membrane",0.276,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P11627","L1CAM_MOUSE","Neural cell adhesion molecule L1 OS=Mus musculus GN=L1cam PE=1 SV=1 - [L1CAM_MOUSE]",2,3,2,3,"unknown","unknown","unknown","unknown","Plasma membrane",0.297,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P13808-2","B3A2_MOUSE","Isoform B1 of Anion exchange protein 2 OS=Mus musculus GN=Slc4a2 - [B3A2_MOUSE]",2,2,2,3,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.863,"Plasma membrane","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P16546","SPTN1_MOUSE","Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=4 - [SPTN1_MOUSE]",2,2,2,2,"unknown","Phenotype 8","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.641,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","unknown"
"P18654","KS6A3_MOUSE","Ribosomal protein S6 kinase alpha-3 OS=Mus musculus GN=Rps6ka3 PE=1 SV=2 - [KS6A3_MOUSE]",2,4,2,4,"unknown","unknown","unknown","unknown","Cytosol",0.622,"unknown","Cytosol","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P18872-2","GNAO_MOUSE","Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus GN=Gnao1 - [GNAO_MOUSE]",2,2,2,2,"unknown","Plasma membrane","unknown","unknown","Plasma membrane",0.727,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P19001","K1C19_MOUSE","Keratin, type I cytoskeletal 19 OS=Mus musculus GN=Krt19 PE=1 SV=1 - [K1C19_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.133,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P19426-2","NELFE_MOUSE","Isoform 2 of Negative elongation factor E OS=Mus musculus GN=Rdbp - [NELFE_MOUSE]",2,3,2,4,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.256,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P27038","AVR2A_MOUSE","Activin receptor type-2A OS=Mus musculus GN=Acvr2a PE=1 SV=1 - [AVR2A_MOUSE]",2,4,2,4,"unknown","unknown","unknown","unknown","Plasma membrane",0.344,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P27600","GNA12_MOUSE","Guanine nucleotide-binding protein subunit alpha-12 OS=Mus musculus GN=Gna12 PE=1 SV=3 - [GNA12_MOUSE]",2,4,2,4,"unknown","unknown","unknown","unknown","Plasma membrane",0.789,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"P28652","KCC2B_MOUSE","Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus GN=Camk2b PE=1 SV=2 - [KCC2B_MOUSE]",2,1,2,1,"unknown","unknown","unknown","unknown","Peroxisome",0.281,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","unknown"
